ASIN,Manufacturer,Name,Price,Product_description,Product_url,Rating,Reviews
B07WN833M7,"Lunar's, Akshaya Rubbers, Hebbal Industrial Area, Mysore",Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,849," Lunar Coment 35L Backpack is the ideal school/college/travel bag for your daily needs. It has 3 large compartments, 1 front zippered pocket, 1 side water bottle holder. An anti-theft internal organiser helps to secure your cables, keys and other valuable items. Padded shoulder straps and back panel ease the weight of heavier loads. Top-mounted, padded handle and reinforced haul loop for quick grab Use : College Bag, School Bag, Casual Bag, Stylish Bag, Daily use. ",https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WN833M7/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-53,4.0 out of 5 stars,"13,852"
VIP Industries Ltd,"VIP Industries Ltd, VIP Industries Ltd, DGP House, 5 th Floor, 88C Old Prabhadevi Road, Mumbai, Maharashtra - 400025; 24X7 Toll Free Helpline No. 1800-1022-256",Skybags Cardiff Polyester 55 Cms Travel Duffle Bag (Blue),"1,099",Skybags Cardiff Polyester 55 cms Blue Travel Duffle (DFCAR55BLU),https://www.amazon.in/Skybags-Cardiff-Polyester-Travel-DFCAR55BLU/dp/B073JYDK7P/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-55,4.2 out of 5 stars,"9,963"
B0BQCBHJLP,Street27,"Street27® Korean Canvas Corduroy Tote Bag Casual Work Shoulder Handbags | Multi-Purpose Bag |Sturdy Canvas Bag with Large Capacity | Shopping Bag for Office, College & Daily Use",474,Description:,https://www.amazon.in/Street27%C2%AE-Canvas-Corduroy-Tote-Multi-Purpose/dp/B0BQCBHJLP/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-54,4.0 out of 5 stars,139
,,"MOKOBARA The Radio Backpack Water-Resistant 15.6"" Laptop Bag with Luggage Sleeve for Work, Travel, and Daily Use - Suitable for Men and Women","5,499",,https://www.amazon.in/MOKOBARA-Backpack-Water-Resistant-Laptop-Luggage/dp/B0CH8MBCJ1/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-87,,
PTO0,31 x 18 x 52 Centimeters,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 LTR Hedge Polyester - Black- Medium,"1,329"," Pump up your style quotient a notch higher as you step out carrying casual backpack from the house of Police. It has a vibrant and stylish design, along with the added benefit of spacious interiors. Made from polyester, this backpack features a black color along with the brand name in front. It also has multiple compartments with zippers along with a stylish design, the bag has padded adjustable back straps that provide carrying comfort. The back panel is also finely padded for ease when you are carrying the backpack. This provides resistance from sweat along with ease of carrying the bag when you are on the move. ",https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-52,3.8 out of 5 stars,"1,336"
B0BTHP5LS1,"Lanway, China",American Tourister Harp Duffle Bag 52 CM Grey,"1,099",Transport your travel essentials effortlessly and stylishly. This extremely lightweight and durable features 100 percentage polyester construction with sharp molded details.,https://www.amazon.in/American-Tourister-Harp-Duffle-Grey/dp/B0BTHP5LS1/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-88,4.0 out of 5 stars,35
 B0937G637K ,"
                ‎ASUS, DONGGUAN SANYA LEATHER CO., LTD., BUIDING A, WEIXING ROAD, NIUSHAN FOREIGN TRADE & ECONOMIC INDUSTRIAL PARK, DONGCHENG DISTRICT, DONGGUAN CITY, GUANGDONG PROVINCE, CHINA ","ASUS TUF Gaming VP4700 46.5 cm X 30.0 cm X13.0 cm Backpack (Black), with Roll-Up Design, Reflective Logo, Suitable for up to 46.5 cm Laptop","1,699","Entry gaming Flexible key feature sets for maximum maximum TA to reach entry gaming sector. With life style design, we could bring in TUF element and image into young generation and make exposure everywhere.",https://www.amazon.in/ASUS-VP4700-Backpack-Reflective-Suitable/dp/B0937G637K/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-85,4.0 out of 5 stars,111
Sfane,Unisex,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),365,"Sfane Sports Bag practical everyday sizing make it great for hauling just about anything.Big compartments holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India.",https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-86,4.3 out of 5 stars,"8,414"
B07S3FW7Z5,"Travalate, Email ID:support@travalate.world, Contact Number:+91 1414921871","Travalate Polyester 45 L Multi Pocket Ultra Light Travel Duffle Bag Organizer for Men and Women (Green, 20 X 18 X 11 Inch)",878, The combination of zipper & zipper ear makes it easier to hold and zip up and down. ,https://www.amazon.in/Travalate-Waterproof-Polyester-Duffle-Travel/dp/B07S3FW7Z5/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-116,3.9 out of 5 stars,"1,323"
 B09W4WJ1CB ,"
                ‎FLAB INTERNATIONAL PRIVATE LIMITED, FLAB INTERNATIONAL PRIVATE LIMITED ,PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA ",Amazon Basics 20 ltrs Casual/Travel/College Backpack for 15.6-inch Laptop | Water Resistant Fabric,359," The easily accessible front pocket with a zipper helps store stationery, books, notepads, phones, etc. for quick access. Well-cushioned shoulder straps make it easy to carry all items. ",https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-84,4.0 out of 5 stars,420
 B0BX9P4MJ7 ,"
                ‎EUME Lifestyle Pvt Ltd, Customer Care Email : customercare@eumeworld.com, Customer Care Contact : 9321366003 ",EUME Kolkata Knight Riders 19 Ltrs Drawstring Backpack with 1 Compartment Men & Women Fit Up to 13.3 inch Laptop Black Color,199,"EUME IPL Team Drawstring Backpack. Multipurpose: suitable for business, school, hiking, travelling, camping, sports, school. To meet all your travel needs. Durable: made with superior Polyester fabric material and ensured for maximum durability and making the texture become ultra-durable and better ventilation not easy to deformation. You can to adjust the length of the shoulder straps if you need. Well-made and designed: it's attractive and functional looking. The whole backpack were designed and built very well",https://www.amazon.in/EUME-Kolkata-Drawstring-Backpack-Compartment/dp/B0BX9P4MJ7/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-115,3.4 out of 5 stars,23
B0BC4CNS65,"Best Fashion Trader, 7351XV(PART) GALI NO.1 RAMNAGAR (ARAMNAGAR) QUTUB ROAD PAHAR GANJ , NEW DELHI , DELHI 110055",WOMEN MARKS Women Sling Bag,291,"Enrich your look with this Handbag/Sling Bag/Clutch WOMEN MARKS available on Amazon. WOMEN MARKS offers handbags/Sling Bag/Clutch in every style, shape and color. It’s a perfect accessory for your outfits. Match it with pair of heels/sandals to give complete look. #WOMENMARKS Care Instructions: 1). Please do not put the bags, wallet, clutches exposed to the sun for a long time. 2). If the bags, wallet, clutches is stained with dust, wipe it with a dry towel or a special leather cleaner. 3). When the bags, wallet, clutches is not used, please wipe it with a dry towel and put it in a dry place. Please do not put in damp places.",https://www.amazon.in/WOMEN-MARKS-BFT-01-PLANE-POUCH-SLING-Pink/dp/B0BC4CNS65/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-114,4.0 out of 5 stars,220
B09HNP99YX,"GEE KAY ENTERPRISES, NO 72,ANOOP NAGAR EXT,BACKSIDE DANISHMANDA,JALANDHAR,PUNJAB-144001,8146718618,geekaybags@gmail.com",AUXTER DELUXE Casual School College office Travel Backpack - 18 Design,791," This AUXTER Deluxe Backpack which comes with 3 spacious compartments to hold all your daily items .Its gives Durable Performance with heavy duty waterproof fabric .It is one of the best backpacks with efficient usage to carry your essentials ,Very Stylish and feature loaded Backpack ",https://www.amazon.in/AUXTER-DELUXE-Casual-Backpack-Black/dp/B09HNP99YX/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-113,4.0 out of 5 stars,650
B0C6N3MYL2,Half_Moon,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,529,,https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C6N3MYL2/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-112,3.5 out of 5 stars,356
B0BYW5SH4L,Half_Moon,Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment,459,"Introducing our stylish and practical laptop backpack, perfect for busy professionals. Made with high-quality materials and designed with the modern traveller in mind, this backpack is both functional and fashionable. Featuring a padded compartment to securely hold and protect your laptop, as well as additional pockets and compartments to keep your essentials organized, this backpack is perfect for commuting to work or taking on a long flight. The padded shoulder straps and back panel provide added comfort during long periods of use, while the water-resistant exterior keeps your belongings safe from the elements. This laptop backpack is perfect for those who need a reliable and stylish way to transport their laptop. Whether you're heading to the office or exploring a new city, this backpack has got you covered. So why wait? Order now and upgrade your travel experience with our top-quality laptop backpack!",https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BYW5SH4L/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-110,4.3 out of 5 stars,17
B0C2HX15QM,MINI WESST,"MINI WESST Women's Printed Synthetic Leather Tote Bag for Office, College and Party (Black)",878,                         ,https://www.amazon.in/MINI-WESST-Printed-Synthetic-Leather/dp/B0C2HX15QM/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-109,3.4 out of 5 stars,18
 B07KSZTYWX ,"
                ‎52 litres ",Shalimar Premium OXO - Biodegradable Garbage Bags Size 30 X 37 Inches (Extra Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,494,"Shalimar Premium OXO - Garbage Bags (Extra Large) Size 76 cm x 94 cm 4 Rolls (60 Bags). Each Roll has 15 Bags. Each bag has a unique detachable tie-tape to tie the bags after use and for easy disposal. They are tough, thanks to a special type of star seal at the bottom. It comes with a perforation technology for quickly separating the bags from the roll.",https://www.amazon.in/Shalimar-Premium-Garbage-Extra-Colour/dp/B07KSZTYWX/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-105,4.5 out of 5 stars,"1,458"
" Shaktiman Enterprises, Shaktiman Enterprises, Village Dadra, DN 396193, shaktimanenterprises9@gmail.com, 9930059321 ","
                ‎15 litres ",G 1 Disposable Garbage / Dustbin Bags | Medium Size | Pack of 4 | 30 Bags/Pack | Black Color | 19X21 Inches (Plastic),208," Wondering how to handle the daily waste which is out there? Want to also segregate the different types of waste which is getting created so that it can be recycled properly? Wondering how the road side garbage bags are different than ""G 1"" Garbage bags ? ",https://www.amazon.in/G-1-Medium-Disposable-Garbage-Dustbin/dp/B077RJ1YMW/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-102,4.2 out of 5 stars,"15,746"
B0C3RN6QSC,"Spenz Bags, Spenz Bags","SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",829,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment.",https://www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Mahogany-Brown/dp/B0C3RN6QSC/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-111,3.9 out of 5 stars,245
B09TPVD964,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,449, ,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPVD964/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-103,3.9 out of 5 stars,"1,399"
B08TDCGCPK,"Cloudtail India Pvt. Ltd., Ground Floor, Rear Portion, H-9, Block B-1, Mohan Cooperative Industrial Area, Mathura Road, New Delhi-110044, India.","Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 3, Green, For Wet Waste)",189,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Line them up in your bedroom or bathroom dustbins or use them to segregate wet waste in the kitchen. Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. These small-sized bags easily fit any small dustbins. They are available in green colour in a pack of 3 rolls, and each roll contains 30 bags for your convenience.",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDCGCPK/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-106,4.3 out of 5 stars,636
B09VDSNSRC,Encon Impex Pvt Ltd,Red Lemon Ghost Rider BANGE Series Laptop Bag for Men Waterproof Anti-Theft Unisex Travel Laptop Backpack with USB Charging and Password Number TSA Lock laptop backpacks for men,"3,797"," Premium Quality , Affordable Rates ",https://www.amazon.in/Red-Lemon-Waterproof-Anti-Theft-Backpack/dp/B09VDSNSRC/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-104,4.2 out of 5 stars,48
 B08M5S2NQM ,"
                ‎22 litres ",Newtone Premium OXO -Biodegradable Garbage Bags Size 17 X 19 Inches (Small) 180 Bags (6 Rolls) Dustbin Bag/Trash Bag - Green Color,182,"Newtone Premium OXO - Biodegradable Garbage Bags (Small) Size 43 cm x 51 cm 6 Rolls (180 Bags). Each Roll has 30 Bags. Each bag has a unique detachable tie-tape to tie the bags after use and for easy disposal. They are tough, thanks to a special type of star seal at the bottom. It comes with a perforation technology for quickly separating the bags from the roll.",https://www.amazon.in/Newtone-Premium-OXO-Biodegradable-Garbage/dp/B08M5S2NQM/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-100,4.2 out of 5 stars,"1,678"
B07S3FW7Z5,"Travalate, Email ID:support@travalate.world, Contact Number:+91 1414921871","Travalate Polyester 45 L Multi Pocket Ultra Light Travel Duffle Bag Organizer for Men and Women (Green, 20 X 18 X 11 Inch)",878, The combination of zipper & zipper ear makes it easier to hold and zip up and down. ,https://www.amazon.in/Travalate-Waterproof-Polyester-Duffle-Travel/dp/B07S3FW7Z5/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-132,3.9 out of 5 stars,"1,323"
WildHorn,mens,WildHorn Leather Laptop Messenger Bag for Men,"2,349", WILDHORN vouches for its uncompromised dedication to providing its customers with high-quality products with superior workmanship. ,https://www.amazon.in/WildHorn-Leather-Brown-Laptop-Briefcase/dp/B01HBKKSTO/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-131,4.1 out of 5 stars,267
B086PYLWS3,"FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002",Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women,629,"
                                                          ",https://www.amazon.in/Travel-Duffle-Weekend-Luggage-Sports/dp/B086PYLWS3/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-101,4.1 out of 5 stars,963
B09HNP99YX,"GEE KAY ENTERPRISES, NO 72,ANOOP NAGAR EXT,BACKSIDE DANISHMANDA,JALANDHAR,PUNJAB-144001,8146718618,geekaybags@gmail.com",AUXTER DELUXE Casual School College office Travel Backpack - 18 Design,791," This AUXTER Deluxe Backpack which comes with 3 spacious compartments to hold all your daily items .Its gives Durable Performance with heavy duty waterproof fabric .It is one of the best backpacks with efficient usage to carry your essentials ,Very Stylish and feature loaded Backpack ",https://www.amazon.in/AUXTER-DELUXE-Casual-Backpack-Black/dp/B09HNP99YX/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-130,4.0 out of 5 stars,650
 B0C8NSJ4RD ,"
                ‎Outshiny India Pvt. Ltd., Outshiny India Pvt. Ltd. No.17, Ganesh Nagar, 8th B Cross Narayanappa Layout, Kodigehalli Bengaluru - 560097.. ","Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Grey)",499,"Use this spacious, convenient backpack from Amazon Basics for college or work. It features a 15.6-inch laptop compartment, a spacious compartment and a quick-access front pocket. It Is made from fabric with a polyester lining, both with PU coating. Get this high-quality product at a great price from Amazon Basics.",https://www.amazon.in/Amazon-Basics-Laptop-College-Backpack/dp/B0C8NSJ4RD/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-129,4.0 out of 5 stars,8
 B09CV24TMK ,"
                ‎Texcoco Enterprices, 9958166528, ?Texcoco Enterprices, 9958166528 ",Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),452, At ,https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-128,4.0 out of 5 stars,"6,876"
 B07RP7WHHY ,"
                ‎Plastic ","amazon basics PlasticVacuum Compression Storage Bags With Hand Pump - 6-Pack (2 Jumbo, 2 Large, 2 Medium)",749," Save space where you need it most with the AmazonBasics  Vacuum  Compression Storage Bags with Hand Pump. This incredible storage   solution allows you to easily vacuum-seal clothing, linens, drapery, and   much more. Expertly protect your essentials and heirlooms from  insects,  mold, bad odors, and moisture while saving space at the same  time ",https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RP7WHHY/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-126,4.4 out of 5 stars,"9,278"
 B07Y3DB5YZ ,"
                ‎AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302 ","AirCase Office Sling Messenger Bag fits upto 14.1"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women, Blue",729,"
                                                          ",https://www.amazon.in/AirCase-C24-Messenger-Shoulder-Compartments/dp/B07Y3DB5YZ/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-127,4.0 out of 5 stars,"1,750"
B0C3RN6QSC,"Spenz Bags, Spenz Bags","SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",829,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment.",https://www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Mahogany-Brown/dp/B0C3RN6QSC/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-122,3.9 out of 5 stars,245
 B0C6KZS555 ,"
                ‎Zebronics India Private Limited, Zebronics India Private Limited ","Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",398,"Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags",https://www.amazon.in/Zebronics-Compartment-Backpacks-15-6-inch-Black/dp/B0C6KZS555/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-125,3.5 out of 5 stars,30
" Cockatoo Sports Pvt Ltd, Cockatoo Sports Pvt Ltd ","
                ‎Biodegradable ","Cockatoo CMP01 OXO-Biodegradable Garbage Bags Medium|Your Ultimate Companion for Campaigning and Traveling|for Keeping Your Adventures Clean and Green,30 Bags/Rollx3,(18.5 X 20.5 Inch)",99,,https://www.amazon.in/Cockatoo-OXO-Biodegradable-Companion-Campaigning-Adventures/dp/B0CF9Q8HPN/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-121,4.8 out of 5 stars,141
B09TPVD964,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,449, ,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPVD964/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-120,3.9 out of 5 stars,"1,399"
B0C2HX15QM,MINI WESST,"MINI WESST Women's Printed Synthetic Leather Tote Bag for Office, College and Party (Black)",878,                         ,https://www.amazon.in/MINI-WESST-Printed-Synthetic-Leather/dp/B0C2HX15QM/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-118,3.4 out of 5 stars,18
 B09321GJXZ ,"
                ‎Texcoco Enterprices, Texcoco Enterprices, 9958166528 ",Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,452, At ,https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-119,4.0 out of 5 stars,"6,876"
B08TDCGCPK,"Cloudtail India Pvt. Ltd., Ground Floor, Rear Portion, H-9, Block B-1, Mohan Cooperative Industrial Area, Mathura Road, New Delhi-110044, India.","Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 3, Green, For Wet Waste)",189,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Line them up in your bedroom or bathroom dustbins or use them to segregate wet waste in the kitchen. Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. These small-sized bags easily fit any small dustbins. They are available in green colour in a pack of 3 rolls, and each roll contains 30 bags for your convenience.",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDCGCPK/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-116,4.3 out of 5 stars,636
PTO0,31 x 18 x 52 Centimeters,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 LTR Hedge Polyester - Black- Medium,"1,329"," Pump up your style quotient a notch higher as you step out carrying casual backpack from the house of Police. It has a vibrant and stylish design, along with the added benefit of spacious interiors. Made from polyester, this backpack features a black color along with the brand name in front. It also has multiple compartments with zippers along with a stylish design, the bag has padded adjustable back straps that provide carrying comfort. The back panel is also finely padded for ease when you are carrying the backpack. This provides resistance from sweat along with ease of carrying the bag when you are on the move. ",https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-20,3.8 out of 5 stars,"1,336"
B0C85YCDR7,"Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838","Genie Swirl Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch). Tie-dye print",899,"How do you describe a Perfect Backpack? Spacious enough to carry a lot of stuff, yet Light Weight! Padded Laptop Sleeve to keep it secure and sound. Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Swirl School Bag.",https://www.amazon.in/Genie-compartments-Resistant-Lightweight-Travelling/dp/B0C85YCDR7/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-117,3.9 out of 5 stars,16
LEGEND-1,50 x 130 x 170 Millimeters,TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND),529,"
                                                          ",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-19,3.7 out of 5 stars,"2,773"
B07JGQM7DC,"Red Turks India, Red Turks India ,D-08, First Floor, M.R.Society, opp Raheja College.Relif Road, Santacruz (W) Mumbai no-400054. Tel : +91 9167 1484 25 , EMail : sandesh@redrootsindia.com, ecom@redrootsindia.com",Nelle Harper Women's Handbag,429,Team it with a dress and a pair of nice flat shoes for that cute girl next door look.,https://www.amazon.in/Nelle-Harper-Womens-Sling-Green/dp/B07JGQM7DC/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-18,3.6 out of 5 stars,"1,957"
,,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,"4,897",,https://www.amazon.in/Red-Lemon-Ironlook-Briefcase-Anti-Theft/dp/B09ZYMT7V1/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1697642795&sprefix=ba%2Caps%2C283&sr=8-9,4.4 out of 5 stars,117
